District Name,Zone,Geographical Region,Development Region,Measure Names,Unit,Measure Values
Baglung,Dhawalagiri,Hill,Western,Number of poor,45122,1121.7342
Baglung,Dhawalagiri,Hill,Western,Number of poor,45121,1934.9122
Baglung,Dhawalagiri,Hill,Western,Number of poor,45115,1159.1404
Baglung,Dhawalagiri,Hill,Western,Number of poor,45114,1176.0
Baglung,Dhawalagiri,Hill,Western,Number of poor,45113,2430.8752
Baglung,Dhawalagiri,Hill,Western,Number of poor,45112,1183.9356
Baglung,Dhawalagiri,Hill,Western,Number of poor,45111,1980.5478
Baglung,Dhawalagiri,Hill,Western,Number of poor,45104,941.4189
Baglung,Dhawalagiri,Hill,Western,Number of poor,45103,2833.033
Baglung,Dhawalagiri,Hill,Western,Number of poor,45102,3721.2
Baglung,Dhawalagiri,Hill,Western,Number of poor,45101,2873.69
Baglung,Dhawalagiri,Hill,Western,Number of poor,45094,754.7576
Baglung,Dhawalagiri,Hill,Western,Number of poor,45093,777.1536
Baglung,Dhawalagiri,Hill,Western,Number of poor,45092,1332.8672
Baglung,Dhawalagiri,Hill,Western,Number of poor,45091,615.706
Baglung,Dhawalagiri,Hill,Western,Number of poor,45083,774.4792
Baglung,Dhawalagiri,Hill,Western,Number of poor,45082,1353.8736
Baglung,Dhawalagiri,Hill,Western,Number of poor,45081,1153.332
Baglung,Dhawalagiri,Hill,Western,Number of poor,45074,1316.2106
Baglung,Dhawalagiri,Hill,Western,Number of poor,45073,1200.36
Baglung,Dhawalagiri,Hill,Western,Number of poor,45072,991.7596
Baglung,Dhawalagiri,Hill,Western,Number of poor,45071,1144.5794
Baglung,Dhawalagiri,Hill,Western,Number of poor,45063,354.807
Baglung,Dhawalagiri,Hill,Western,Number of poor,45062,2416.4882
Baglung,Dhawalagiri,Hill,Western,Number of poor,45061,445.4355
Baglung,Dhawalagiri,Hill,Western,Number of poor,45053,110.1508
Baglung,Dhawalagiri,Hill,Western,Number of poor,45052,254.4864
Baglung,Dhawalagiri,Hill,Western,Number of poor,45051,1314.2312
Baglung,Dhawalagiri,Hill,Western,Number of poor,45043,1540.5768
Baglung,Dhawalagiri,Hill,Western,Number of poor,45042,598.2176
Baglung,Dhawalagiri,Hill,Western,Number of poor,45041,1702.4964
Baglung,Dhawalagiri,Hill,Western,Number of poor,45033,738.2025
Baglung,Dhawalagiri,Hill,Western,Number of poor,45032,840.4758
Baglung,Dhawalagiri,Hill,Western,Number of poor,45031,1925.5262
Baglung,Dhawalagiri,Hill,Western,Number of poor,45022,607.308
Baglung,Dhawalagiri,Hill,Western,Number of poor,45021,1144.5876
Baglung,Dhawalagiri,Hill,Western,Number of poor,45013,515.6406
Baglung,Dhawalagiri,Hill,Western,Number of poor,45012,192.4962
Baglung,Dhawalagiri,Hill,Western,Number of poor,45011,585.9630000000002
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45141,0.0043
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45132,0.0735
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45131,0.0311
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45124,0.0227
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45123,0.0273
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45122,0.0218
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45121,0.0267
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45115,0.021
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45114,0.0228
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45113,0.034
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45112,0.0153
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45111,0.0307
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45104,0.0276
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45103,0.0265
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45102,0.0537
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45101,0.0389
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45094,0.0314
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45093,0.0141
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45092,0.0436
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45091,0.0224
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45083,0.0189
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45082,0.0137
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45081,0.0102
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45074,0.0108
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45073,0.0217
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45072,0.0108
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45071,0.0223
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45063,0.0088
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45062,0.0132
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45061,0.0155
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45053,0.0018
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45052,0.0057
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45051,0.0056
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45043,0.0306
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45042,0.0066
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45041,0.0143
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45033,0.0126
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45032,0.014
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45031,0.0065
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45022,0.0045
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45021,0.0121
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45013,0.0156
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45012,0.004
Baglung,Dhawalagiri,Hill,Western,Severity of poverty,45011,0.0037
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45141,0.0144
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45132,0.1739
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45131,0.0901
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45124,0.0693
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45123,0.083
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45122,0.0672
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45121,0.0802
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45115,0.064
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45114,0.0646
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45113,0.0967
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45112,0.0471
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45111,0.0853
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45104,0.0814
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45103,0.0766
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45102,0.1422
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45101,0.1083
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45094,0.0895
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45093,0.0441
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45092,0.1165
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45091,0.0628
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45083,0.0589
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45082,0.0418
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45081,0.0326
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45074,0.0354
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45073,0.0648
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45072,0.0349
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45071,0.067
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45063,0.0296
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45062,0.0409
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45061,0.048
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45053,0.0066
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45052,0.02
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45051,0.019
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45043,0.0863
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45042,0.022
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45041,0.0459
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45033,0.0402
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45032,0.0437
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45031,0.0218
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45022,0.0161
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45021,0.039
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45013,0.0476
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45012,0.0147
Baglung,Dhawalagiri,Hill,Western,Poverty gap,45011,0.0135
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45141,7.7
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45132,56.17
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45131,37.7
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45124,31.43
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45123,36.75
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45122,30.54
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45121,35.27
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45115,28.82
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45114,26.88
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45113,39.52
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45112,21.66
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45111,34.23
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45104,35.01
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45103,32.3
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45102,52.5
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45101,43.0
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45094,36.71
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45093,20.88
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45092,43.96
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45091,25.87
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45083,27.28
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45082,18.93
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45081,15.93
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45074,17.83
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45073,28.58
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45072,17.26
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45071,29.66
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45063,15.3
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45062,19.18
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45061,22.35
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45053,3.83
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45052,10.82
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45051,10.21
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45043,35.44
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45042,11.36
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45041,22.22
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45033,19.35
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45032,20.61
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45031,11.42
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45022,9.16
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45021,19.24
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45013,22.14
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45012,8.51
Baglung,Dhawalagiri,Hill,Western,Percent of poor,45011,7.86
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45141,44234.622
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45132,20006.468
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45131,24366.933
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45124,25907.377
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45123,24159.372000000007
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45122,26426.009
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45121,24847.437
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45115,27515.327
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45114,28711.063
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45113,23950.488
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45112,31446.741
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45111,26387.442000000006
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45104,25043.702
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45103,26198.518
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45102,20663.453
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45101,22863.852000000006
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45094,25185.206
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45093,31146.413
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45092,23108.921
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45091,29201.341
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45083,27620.629
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45082,32584.464
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45081,33057.293
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45074,31601.62
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45073,27473.86
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45072,31962.301
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45071,26894.824
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45063,33417.37
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45062,31846.587000000003
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45061,29480.915
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45053,45859.196
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45052,36922.896
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45051,37195.571
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45043,25118.338
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45042,35681.462
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45041,29453.399
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45033,31592.875
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45032,30879.308
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45031,35350.294
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45022,37317.081
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45021,30953.205
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45013,29513.924
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45012,37271.695
Baglung,Dhawalagiri,Hill,Western,Average per capita consumption (NR),45011,38673.641
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74136,705.0192
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74135,1530.1995
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74134,2439.0978
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74133,2210.5551
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74132,2487.925
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74131,2866.4440000000004
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74123,1653.6366
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74122,4720.5228
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74121,3970.8728
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74114,1203.0038
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74113,1275.2563
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74112,4186.115
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74111,4986.184
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74105,551.7452
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74104,1137.7436
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74102,3573.024000000001
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74101,2482.935
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74095,2348.7098
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74094,1703.7805
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74093,2920.0716
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74092,4226.257000000001
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74091,2690.8929
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74085,1444.7818
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74084,1120.284
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74083,1586.6136
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74082,2826.414
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74081,2824.4892
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74074,563.3953
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74073,1584.1170000000004
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74072,891.825
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74071,3009.304
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74061,5085.9939
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74054,1139.5215
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74053,1242.5918
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74052,2129.2908
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74051,4428.0066
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74045,781.4730000000002
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74044,1859.612
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74043,2671.5492
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74042,1349.4208
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74041,1286.3656
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74033,808.7193
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74032,2773.87
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74031,3002.7927
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74024,1139.9145
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74023,2918.311
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74022,1320.3575
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74021,1539.5192
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74014,1224.6156
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74013,1081.3553
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74012,2370.7476
Baitadi,Mahakali,Hill,Far-Western,Number of poor,74011,2067.336
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74136,0.0237
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74135,0.0362
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74134,0.0417
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74133,0.0575
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74132,0.0559
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74131,0.0748
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74123,0.0353
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74122,0.0617
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74121,0.0592
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74114,0.023
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74113,0.0229
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74112,0.0418
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74111,0.0532
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74105,0.0229
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74104,0.0457
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74102,0.053
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74101,0.0552
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74095,0.0684
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74094,0.0506
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74093,0.0572
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74092,0.0613
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74091,0.0616
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74085,0.0386
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74084,0.0303
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74083,0.0549
Baitadi,Mahakali,Hill,Far-Western,Severity of poverty,74082,0.0694
